maxVelocity:7,maxTurn:30
time (UNIX seconds),cumulative movement,cumulative rotation,lap number
1679575304,0,0,0
1679575307,0,0,0
1679575308,0,0,0
1679575309,0,0,0
1679575310,0,0,0
1679575311,0,0,0
1679575312,0,0,0
1679575313,0,0,0
1679575314,0,0,0
1679575315,0,0,0
1679575316,0,0,0
1679575317,0,0,0
1679575318,0,0,0
1679575319,0,0,0
1679575320,0,0,0
1679575321,0,0,0
1679575322,0,0,0
1679575323,0,0,0
1679575324,0,0,0
1679575325,0,0,0
1679575326,0,0,0
1679575327,0,0,0
1679575328,0,0,0
1679575329,0,0,0
1679575330,0,2,0
1679575331,0,2,0
1679575332,0,2,0
1679575333,0,5,0
1679575334,0,6,0
1679575335,4,12,0
1679575336,8,23,0
1679575337,13,29,0
1679575338,18,29,0
1679575339,24,31,0
1679575340,29,31,0
1679575341,35,32,0
1679575342,35,39,0
1679575343,39,43,0
1679575344,44,47,0
1679575345,49,51,0
1679575346,54,52,0
1679575347,59,53,0
1679575348,62,70,0
1679575349,65,81,0
1679575350,69,85,0
1679575351,74,100,0
1679575352,79,115,0
1679575353,84,123,0
1679575354,90,125,0
1679575355,95,133,0
1679575356,96,157,0
1679575357,101,161,0
1679575358,104,173,0
1679575359,104,183,0
1679575360,107,192,0
1679575361,110,216,0
1679575362,113,230,0
1679575363,118,241,0
1679575364,119,259,0
1679575365,123,274,0
1679575366,127,279,0
1679575367,131,292,0
1679575368,134,302,0
1679575369,140,302,0
1679575370,146,302,0
1679575371,151,302,0
1679575372,155,306,0
1679575373,157,310,0
1679575374,160,316,0
1679575375,160,329,0
1679575376,160,347,0
1679575377,160,363,0
1679575378,163,382,0
1679575379,165,395,0
1679575380,169,408,0
1679575381,169,420,0
1679575382,173,430,0
1679575383,174,437,0
1679575384,175,441,0
1679575385,177,455,0
1679575386,178,465,0
1679575387,180,473,0
1679575388,183,479,0
1679575389,184,488,0
1679575390,189,493,0
1679575391,193,498,0
1679575392,197,498,0
1679575393,201,521,0
1679575394,205,533,0
1679575395,208,539,0
1679575396,212,548,0
1679575397,213,574,0
1679575398,216,580,0
1679575399,218,595,0
1679575400,222,602,0
1679575401,226,610,0
1679575402,229,620,0
1679575403,232,629,0
1679575404,233,639,0
1679575405,238,649,0
1679575406,238,659,0
1679575407,241,666,0
1679575408,241,669,0
1679575409,241,669,0
1679575410,242,673,0
1679575411,243,688,0
1679575412,243,698,0
1679575413,245,704,0
1679575414,248,710,0
1679575415,250,713,0
1679575416,252,722,0
1679575417,254,726,0
1679575418,257,729,0
1679575419,259,736,0
1679575420,262,742,0
1679575421,263,751,0
1679575422,265,757,0
1679575423,267,761,0
1679575424,268,767,0
1679575425,270,772,0
1679575426,270,777,0
1679575427,272,785,0
1679575428,272,789,0
1679575429,272,789,0
1679575430,272,789,0
1679575431,274,796,0
1679575432,274,805,0
1679575433,274,819,0
1679575434,274,826,0
1679575435,275,838,0
1679575436,276,845,0
1679575437,277,860,0
1679575438,277,860,0
1679575439,277,876,0
1679575440,277,880,0
1679575441,277,884,0
1679575442,277,884,0
1679575443,277,889,0
1679575444,278,905,0
1679575445,280,910,0
1679575446,285,910,0
1679575447,290,913,0
1679575448,295,915,0
1679575449,299,917,0
1679575450,304,920,0
1679575451,308,928,0
1679575452,312,930,0
1679575453,316,935,0
1679575454,322,935,0
1679575455,328,935,0
1679575456,333,935,0
1679575457,339,935,0
1679575458,340,935,0
1679575459,344,953,0
1679575460,352,982,0
1679575461,361,1012,0
1679575462,369,1042,0
1679575463,377,1072,0
1679575464,381,1085,0
1679575465,381,1085,0
1679575466,385,1100,0
1679575467,390,1116,0
1679575468,390,1116,0
1679575469,390,1116,0
1679575470,390,1123,0
1679575471,390,1157,0
1679575472,390,1184,0
