maxVelocity:7,maxTurn:30
time (UNIX seconds),cumulative movement,cumulative rotation,lap number
1679583564,0,0,0
1679583567,0,0,0
1679583568,0,0,0
1679583569,0,0,0
1679583570,0,0,0
1679583571,0,0,0
1679583572,0,0,0
1679583573,0,0,0
1679583574,0,0,0
1679583575,0,0,0
1679583576,0,0,0
1679583577,0,0,0
1679583578,0,0,0
1679583579,0,0,0
1679583580,0,0,0
1679583581,0,0,0
1679583582,0,0,0
1679583583,0,0,0
1679583584,0,0,0
1679583585,0,0,0
1679583586,0,0,0
1679583587,0,0,0
1679583588,0,0,0
1679583589,0,1,0
1679583590,4,4,0
1679583591,11,4,0
1679583592,18,4,0
1679583593,25,4,0
1679583594,33,4,0
1679583595,40,4,0
1679583596,46,7,0
1679583597,53,18,0
1679583598,61,18,0
1679583599,69,18,0
1679583600,77,18,0
1679583601,83,18,0
1679583602,88,46,0
1679583603,96,51,0
1679583604,103,54,0
1679583605,110,65,0
1679583606,115,83,0
1679583607,121,96,0
1679583608,125,115,0
1679583609,131,136,0
1679583610,137,158,0
1679583611,147,158,0
1679583612,152,178,0
1679583613,159,180,0
1679583614,167,180,0
1679583615,175,180,0
1679583616,180,192,0
1679583617,187,197,0
1679583618,193,211,0
1679583619,202,215,0
1679583620,208,232,0
1679583621,216,234,0
1679583622,222,243,0
1679583623,228,262,0
1679583624,233,290,0
1679583625,238,320,0
1679583626,244,330,0
1679583627,251,349,0
1679583628,257,363,0
1679583629,262,376,0
1679583630,267,395,0
1679583631,273,395,0
1679583632,280,395,0
1679583633,287,395,0
1679583634,294,395,0
1679583635,301,395,0
1679583636,309,395,0
1679583637,316,395,0
1679583638,323,395,0
1679583639,330,395,0
1679583640,335,411,0
1679583641,341,424,0
1679583642,347,444,0
1679583643,354,456,0
1679583644,361,461,0
1679583645,369,461,0
1679583646,377,461,0
1679583647,384,467,0
1679583648,390,492,0
1679583649,395,508,0
1679583650,400,523,0
1679583651,406,537,0
1679583652,413,550,0
1679583653,418,573,0
1679583654,427,573,0
1679583655,433,591,0
1679583656,437,604,0
1679583657,442,616,0
1679583658,445,646,0
1679583659,452,661,0
1679583660,461,662,0
1679583661,464,689,0
1679583662,471,689,0
1679583663,478,689,0
1679583664,486,689,0
1679583665,493,689,0
1679583666,499,698,0
1679583667,505,706,0
1679583668,511,711,0
1679583669,517,725,0
1679583670,523,735,0
1679583671,529,740,0
1679583672,534,759,0
1679583673,539,776,0
1679583674,544,782,0
1679583675,549,784,0
1679583676,556,784,0
1679583677,563,784,0
1679583678,571,784,0
1679583679,578,784,0
1679583680,585,784,0
1679583681,592,784,0
1679583682,599,784,0
1679583683,606,784,0
1679583684,613,784,0
1679583685,620,784,0
1679583686,627,784,0
1679583687,635,784,0
1679583688,642,784,0
1679583689,649,784,0
1679583690,655,784,0
1679583691,660,793,0
1679583692,660,821,0
1679583693,661,849,0
1679583694,662,878,0
1679583695,665,908,0
1679583696,669,924,0
1679583697,674,944,0
1679583698,679,970,0
1679583699,685,986,0
1679583700,690,1007,0
1679583701,694,1035,0
1679583702,698,1046,0
1679583703,705,1046,0
1679583704,711,1068,0
1679583705,718,1074,0
1679583706,724,1089,0
1679583707,728,1109,0
1679583708,734,1115,0
1679583709,738,1134,0
1679583710,743,1151,0
1679583711,749,1151,0
1679583712,755,1157,0
1679583713,758,1187,0
1679583714,766,1189,0
1679583715,771,1208,0
1679583716,777,1212,0
1679583717,786,1212,0
1679583718,796,1212,0
1679583719,801,1234,0
1679583720,806,1257,0
1679583721,811,1262,0
1679583722,814,1285,0
1679583723,819,1290,0
1679583724,826,1294,0
1679583725,830,1323,0
1679583726,835,1340,0
1679583727,837,1364,0
1679583728,838,1389,0
1679583729,838,1389,0
1679583730,838,1389,0
1679583731,838,1389,0
1679583732,838,1389,0
1679583733,838,1389,0
1679583734,838,1389,0
1679583734,838,1389,0
Trial ended. Best lap time:-1,total elapsed time:170
