maxVelocity:7,maxTurn:150
time (UNIX seconds),cumulative movement,cumulative rotation,lap number
1678368832,0,0,0
1678368835,0,0,0
1678368836,0,0,0
1678368837,0,0,0
1678368838,0,0,0
1678368839,0,0,0
1678368840,0,0,0
1678368841,0,0,0
1678368842,0,0,0
1678368843,0,0,0
1678368844,0,0,0
1678368845,0,0,0
1678368846,0,0,0
1678368847,0,0,0
1678368848,0,0,0
1678368849,0,0,0
1678368850,0,0,0
1678368851,0,0,0
1678368852,0,0,0
1678368853,0,0,0
1678368854,0,0,0
1678368855,0,0,0
1678368856,0,0,0
1678368857,0,0,0
1678368858,0,0,0
1678368859,0,0,0
1678368860,0,0,0
1678368861,0,0,0
1678368862,0,0,0
1678368863,0,0,0
1678368864,0,0,0
1678368865,0,0,0
1678368866,0,0,0
1678368867,0,0,0
1678368868,0,0,0
1678368869,0,0,0
1678368870,0,0,0
1678368871,2,0,0
1678368872,4,2,0
1678368873,7,2,0
1678368874,10,2,0
1678368875,14,5,0
1678368876,17,43,0
1678368877,21,93,0
1678368878,21,145,0
1678368879,21,175,0
1678368880,22,177,0
1678368881,25,178,0
1678368882,29,179,0
1678368883,32,211,0
1678368884,35,235,0
1678368885,39,235,0
1678368886,44,235,0
1678368887,49,235,0
1678368888,53,235,0
1678368889,58,235,0
1678368890,62,235,0
1678368891,67,235,0
1678368892,71,271,0
1678368893,73,346,0
1678368894,74,382,0
1678368895,78,393,0
1678368896,83,393,0
1678368897,87,404,0
1678368898,93,406,0
1678368899,96,466,0
1678368900,99,468,0
1678368901,104,468,0
1678368902,108,468,0
1678368903,112,479,0
1678368904,115,514,0
1678368905,117,578,0
1678368906,117,608,0
1678368907,118,611,0
1678368908,120,632,0
1678368909,122,636,0
1678368910,125,709,0
1678368911,125,743,0
1678368912,125,771,0
1678368913,127,771,0
1678368914,130,771,0
1678368915,134,771,0
1678368916,139,772,0
1678368917,142,772,0
1678368918,147,772,0
1678368919,151,772,0
1678368920,155,774,0
1678368921,158,774,0
1678368922,161,774,0
1678368923,162,785,0
1678368924,164,785,0
1678368925,168,785,0
1678368926,168,823,0
1678368927,168,830,0
1678368928,172,839,0
1678368929,176,841,0
1678368930,177,860,0
1678368931,177,882,0
1678368932,179,882,0
1678368933,181,887,0
1678368934,184,888,0
1678368935,188,888,0
1678368936,193,895,0
1678368937,197,913,0
1678368938,201,918,0
1678368939,206,921,0
1678368940,211,941,0
1678368941,215,953,0
1678368942,220,961,0
1678368943,224,969,0
1678368944,228,986,0
1678368945,233,1018,0
1678368946,237,1021,0
1678368947,240,1055,0
1678368948,243,1066,0
1678368949,244,1136,0
1678368950,244,1152,0
1678368951,246,1189,0
1678368952,247,1209,0
1678368953,247,1209,0
1678368954,250,1209,0
1678368955,254,1209,0
1678368956,258,1210,0
1678368957,262,1211,0
1678368958,265,1217,0
1678368959,267,1217,0
1678368960,271,1217,0
1678368961,274,1218,0
1678368962,275,1229,0
1678368963,276,1229,0
1678368964,280,1232,0
1678368965,283,1241,0
1678368966,287,1242,0
1678368967,290,1242,0
1678368968,291,1260,0
1678368969,291,1260,0
1678368970,296,1260,0
1678368971,300,1265,0
1678368972,303,1292,0
1678368973,304,1298,0
1678368974,304,1300,0
1678368975,304,1329,0
1678368976,304,1329,0
1678368977,305,1331,0
1678368978,308,1336,0
1678368979,311,1336,0
1678368980,314,1336,0
1678368981,317,1336,0
1678368982,320,1336,0
1678368983,323,1337,0
1678368984,326,1393,0
1678368985,329,1413,0
1678368986,330,1423,0
1678368987,331,1471,0
1678368988,333,1489,0
1678368989,333,1576,0
1678368990,333,1605,0
1678368991,333,1640,0
1678368992,335,1642,0
1678368993,338,1651,0
1678368994,342,1653,0
1678368995,347,1653,0
1678368996,347,1653,0
1678368997,347,1688,0
1678368998,347,1693,0
1678368999,349,1697,0
1678369000,354,1697,0
1678369001,358,1698,0
1678369002,362,1698,0
1678369003,366,1703,0
