maxVelocity:7,maxTurn:150
time (UNIX seconds),cumulative movement,cumulative rotation,lap number
1681737580,0,0,0
1681737582,0,0,0
1681737583,0,0,0
1681737584,0,0,0
1681737585,0,0,0
1681737586,0,0,0
1681737587,0,0,0
1681737588,0,0,0
1681737589,0,0,0
1681737590,0,0,0
1681737591,0,0,0
1681737592,0,0,0
1681737593,0,0,0
1681737594,0,0,0
1681737595,0,0,0
1681737596,0,0,0
1681737597,0,0,0
1681737598,0,0,0
1681737599,0,0,0
1681737600,0,0,0
1681737601,0,0,0
1681737602,0,0,0
1681737603,0,0,0
1681737604,0,0,0
1681737605,0,0,0
1681737606,0,0,0
1681737607,1,0,0
1681737608,1,0,0
1681737609,2,0,0
1681737610,4,0,0
1681737611,7,0,0
1681737612,11,0,0
1681737613,13,0,0
1681737614,17,0,0
1681737615,20,0,0
1681737616,24,0,0
1681737617,27,0,0
1681737618,30,0,0
1681737619,34,0,0
1681737620,38,0,0
1681737621,41,0,0
1681737622,44,0,0
1681737623,46,0,0
1681737624,48,0,0
1681737625,50,0,0
1681737626,51,0,0
1681737627,54,0,0
1681737628,57,0,0
1681737629,59,0,0
1681737630,61,0,0
1681737631,64,2,0
1681737632,64,18,0
1681737633,65,18,0
1681737634,69,18,0
1681737635,70,35,0
1681737636,71,37,0
1681737637,75,37,0
1681737638,77,40,0
1681737639,77,49,0
1681737640,81,55,0
1681737641,83,59,0
1681737642,84,65,0
1681737643,84,65,0
1681737644,86,71,0
1681737645,86,71,0
1681737646,89,73,0
1681737647,90,73,0
1681737648,91,74,0
1681737649,92,85,0
1681737650,92,89,0
1681737651,95,90,0
1681737652,95,101,0
1681737653,98,101,0
1681737654,99,116,0
1681737655,103,116,0
1681737656,103,136,0
1681737657,106,136,0
1681737658,111,136,0
1681737659,112,151,0
1681737660,112,151,0
1681737661,116,155,0
1681737662,119,158,0
1681737663,121,168,0
1681737664,125,168,0
1681737665,127,168,0
1681737666,128,184,0
1681737667,133,184,0
1681737668,137,184,0
1681737669,138,198,0
1681737670,141,198,0
1681737671,146,198,0
1681737672,149,198,0
1681737673,153,198,0
1681737674,156,198,0
1681737675,158,210,0
1681737676,161,213,0
1681737677,164,214,0
1681737678,164,215,0
1681737679,166,238,0
1681737680,168,249,0
1681737681,170,260,0
1681737682,174,260,0
1681737683,176,271,0
1681737684,178,272,0
1681737685,182,272,0
1681737686,187,272,0
1681737687,191,272,0
1681737688,194,279,0
1681737689,196,287,0
1681737690,200,287,0
1681737691,203,299,0
1681737692,206,319,0
1681737693,206,320,0
1681737694,210,320,0
1681737695,213,324,0
1681737696,214,342,0
1681737697,218,342,0
1681737698,219,363,0
1681737699,223,363,0
1681737700,227,363,0
1681737701,227,390,0
1681737702,232,390,0
1681737703,236,409,0
1681737704,240,409,0
1681737705,243,425,0
1681737706,247,425,0
1681737707,253,425,0
1681737708,255,440,0
1681737709,259,440,0
1681737710,263,440,0
1681737711,267,440,0
1681737712,271,440,0
1681737713,274,441,0
1681737714,276,453,0
1681737715,279,463,0
1681737716,283,465,0
1681737717,287,465,0
1681737718,291,465,0
1681737719,293,465,0
1681737720,296,465,0
1681737721,300,465,0
1681737722,304,465,0
1681737723,307,465,0
1681737724,311,465,0
1681737725,314,465,0
1681737726,317,474,0
1681737727,321,474,0
1681737728,323,489,0
1681737729,326,489,0
1681737730,331,489,0
1681737731,332,506,0
1681737732,336,507,0
1681737733,338,528,0
1681737734,341,531,0
1681737735,344,535,0
1681737736,347,544,0
1681737737,350,544,0
1681737738,354,544,0
1681737739,358,544,0
1681737740,361,545,0
1681737741,363,558,0
1681737742,366,561,0
1681737743,368,567,0
1681737744,371,573,0
1681737745,372,589,0
1681737746,375,598,0
1681737747,378,604,0
1681737748,380,604,0
1681737749,384,604,0
1681737750,387,604,0
1681737751,390,604,0
1681737752,394,604,0
1681737753,396,614,0
1681737754,400,614,0
1681737755,403,614,0
1681737756,405,630,0
1681737757,408,639,0
1681737758,411,639,0
1681737759,412,647,0
1681737760,412,647,0
1681737761,416,648,0
1681737762,417,660,0
1681737763,417,660,0
1681737764,417,660,0
1681737765,417,660,0
1681737766,417,660,0
1681737767,419,660,0
1681737768,420,665,0
1681737769,420,676,0
1681737770,420,676,0
1681737771,420,676,0
1681737772,421,676,0
1681737773,422,679,0
1681737774,423,682,0
1681737775,424,689,0
1681737776,426,689,0
1681737777,427,696,0
1681737778,428,707,0
1681737779,430,707,0
1681737780,431,717,0
1681737781,434,717,0
1681737782,435,725,0
1681737783,437,726,0
1681737784,439,729,0
1681737785,441,729,0
1681737786,441,729,0
1681737787,441,730,0
1681737788,442,737,0
1681737789,443,738,0
1681737790,444,745,0
1681737791,446,745,0
1681737792,447,749,0
1681737793,449,752,0
1681737794,449,756,0
1681737795,451,758,0
1681737796,452,761,0
1681737797,453,761,0
1681737798,455,761,0
1681737799,458,761,0
1681737800,460,761,0
1681737801,462,761,0
1681737802,464,763,0
1681737803,466,763,0
1681737804,469,763,0
1681737805,471,763,0
1681737806,474,763,0
1681737807,477,763,0
1681737808,479,763,0
1681737809,482,763,0
1681737810,485,763,0
1681737811,488,763,0
1681737812,489,764,0
1681737813,491,776,0
1681737814,493,776,0
1681737815,496,776,0
1681737816,497,784,0
1681737817,498,798,0
1681737818,502,798,0
1681737819,505,802,0
1681737820,507,805,0
1681737821,512,808,0
1681737822,513,821,0
1681737823,515,827,0
1681737824,518,831,0
1681737825,519,846,0
1681737826,520,847,0
1681737827,520,847,0
1681737828,524,848,0
1681737829,525,855,0
1681737830,528,855,0
1681737831,532,855,0
1681737832,536,855,0
1681737833,539,855,0
1681737834,543,855,0
1681737835,547,855,0
1681737836,550,855,0
1681737837,553,855,0
1681737838,555,855,0
1681737839,559,855,0
1681737840,562,855,0
1681737841,565,855,0
1681737842,569,855,0
1681737843,572,855,0
1681737844,574,857,0
1681737845,576,868,0
1681737846,578,875,0
1681737847,581,875,0
1681737848,584,875,0
1681737849,587,875,0
1681737850,590,875,0
1681737851,594,875,0
1681737852,596,875,1
1681737853,599,875,1
1681737854,602,875,1
1681737855,605,875,1
1681737856,607,875,1
1681737857,609,875,1
1681737858,611,875,1
1681737859,612,887,1
1681737860,614,888,1
1681737861,617,888,1
1681737862,621,888,1
1681737863,624,888,1
1681737864,627,888,1
1681737865,631,888,1
1681737866,634,888,1
1681737867,637,888,1
1681737868,640,888,1
1681737869,644,888,1
1681737870,647,888,1
1681737871,650,888,1
1681737872,651,906,1
1681737873,651,906,1
1681737874,652,906,1
1681737875,656,910,1
1681737876,659,918,1
1681737877,661,918,1
1681737878,661,918,1
1681737879,661,918,1
