maxVelocity:7,maxTurn:150
time (UNIX seconds),cumulative movement,cumulative rotation,lap number
1681395732,0,0,0
1681395735,0,0,0
1681395736,0,0,0
1681395737,0,0,0
1681395738,0,0,0
1681395739,0,0,0
1681395740,0,0,0
1681395741,0,0,0
1681395742,0,0,0
1681395743,0,0,0
1681395744,0,0,0
1681395745,0,0,0
1681395746,0,0,0
1681395747,0,0,0
1681395748,0,0,0
1681395749,0,0,0
1681395750,0,0,0
1681395751,0,0,0
1681395752,0,0,0
1681395753,3,0,0
1681395754,9,0,0
1681395755,16,0,0
1681395756,23,0,0
1681395757,27,0,0
1681395758,33,0,0
1681395759,40,0,0
1681395760,47,0,0
1681395761,53,0,0
1681395762,60,0,0
1681395763,64,6,0
1681395764,70,17,0
1681395765,76,45,0
1681395766,84,47,0
1681395767,89,77,0
1681395768,95,81,0
1681395769,101,90,0
1681395770,105,130,0
1681395771,109,148,0
1681395772,114,160,0
1681395773,121,161,0
1681395774,126,164,0
1681395775,133,164,0
1681395776,137,177,0
1681395777,141,177,0
1681395778,148,177,0
1681395779,153,192,0
1681395780,158,204,0
1681395781,163,219,0
1681395782,172,219,0
1681395783,175,228,0
1681395784,183,228,0
1681395785,191,228,0
1681395786,199,228,0
1681395787,204,243,0
1681395788,209,269,0
1681395789,213,280,0
1681395790,219,303,0
1681395791,224,321,0
1681395792,230,329,0
1681395793,236,344,0
1681395794,242,360,0
1681395795,248,363,0
1681395796,256,363,0
1681395797,256,364,0
1681395798,256,364,0
1681395799,256,364,0
1681395800,260,364,0
1681395801,264,375,0
1681395802,268,375,0
1681395803,275,375,0
1681395804,282,375,0
1681395805,289,376,0
1681395806,296,376,0
1681395807,303,376,0
1681395808,309,376,0
1681395809,313,383,0
1681395810,316,383,0
1681395811,321,421,0
1681395812,330,421,0
1681395813,339,423,0
1681395814,342,447,0
1681395815,350,447,0
1681395816,358,447,0
1681395817,362,456,0
1681395818,368,460,0
1681395819,372,493,0
1681395820,378,500,0
1681395821,385,500,0
1681395822,392,501,0
1681395823,396,522,0
1681395824,401,524,0
1681395825,405,552,0
1681395826,413,552,0
1681395827,418,583,0
1681395828,424,597,0
1681395829,432,597,0
1681395830,435,644,0
1681395831,443,644,0
1681395832,450,651,0
1681395833,455,658,0
1681395834,462,658,0
1681395835,470,658,0
1681395836,478,658,0
1681395837,481,674,0
1681395838,489,674,0
1681395839,497,674,0
1681395840,499,690,0
1681395841,505,722,0
1681395842,513,726,0
1681395843,520,735,0
1681395844,524,754,0
1681395845,530,754,0
1681395846,536,754,0
1681395847,542,754,0
1681395848,549,754,0
1681395849,556,754,0
1681395850,563,754,0
1681395851,570,754,0
1681395852,577,754,0
1681395853,584,754,0
1681395854,591,754,0
1681395855,598,754,1
1681395856,605,754,1
1681395857,612,754,1
1681395858,619,754,1
1681395859,626,754,1
1681395860,633,754,1
1681395861,640,754,1
1681395862,644,773,1
1681395863,652,773,1
1681395864,657,799,1
1681395865,664,810,1
1681395866,670,817,1
1681395867,673,844,1
1681395868,679,850,1
1681395869,684,868,1
1681395870,688,892,1
1681395871,697,893,1
1681395872,701,919,1
1681395873,709,919,1
1681395874,717,919,1
1681395875,722,928,1
1681395876,728,928,1
1681395877,734,928,1
1681395878,737,952,1
1681395879,743,959,1
1681395880,748,973,1
1681395881,757,973,1
1681395882,765,973,1
1681395883,774,973,1
1681395884,782,975,1
1681395885,786,999,1
1681395886,791,1023,1
1681395887,797,1030,1
1681395888,799,1071,1
1681395889,807,1071,1
1681395890,812,1089,1
1681395891,818,1092,1
1681395892,821,1114,1
1681395893,828,1114,1
1681395894,834,1114,1
1681395895,841,1114,1
1681395896,847,1114,1
1681395897,853,1114,1
1681395898,859,1114,1
1681395899,864,1114,1
1681395900,870,1114,1
1681395901,877,1114,1
1681395902,883,1114,1
1681395903,888,1114,1
1681395904,891,1139,1
1681395905,897,1147,1
1681395906,903,1153,1
1681395907,910,1158,1
1681395908,914,1177,1
1681395909,922,1177,1
1681395910,929,1177,1
1681395911,936,1177,1
1681395912,940,1194,1
1681395913,948,1194,1
1681395914,951,1212,1
1681395915,960,1212,1
1681395916,968,1212,1
1681395917,976,1216,1
1681395918,981,1250,1
1681395919,989,1250,1
1681395920,992,1280,1
1681395921,997,1296,1
1681395922,1003,1302,1
1681395923,1006,1330,1
1681395924,1013,1330,1
1681395925,1016,1359,1
1681395926,1021,1361,1
1681395927,1027,1361,1
1681395928,1032,1361,1
1681395929,1037,1361,1
1681395930,1041,1361,1
1681395931,1046,1361,1
1681395932,1051,1361,1
1681395933,1055,1361,1
1681395934,1060,1361,1
1681395935,1062,1391,1
1681395936,1068,1391,1
1681395937,1073,1401,1
1681395938,1077,1415,1
1681395939,1084,1417,1
1681395940,1087,1444,1
1681395941,1093,1444,1
1681395942,1099,1444,1
1681395943,1104,1444,1
1681395944,1110,1444,1
1681395945,1113,1456,1
1681395946,1118,1456,1
1681395947,1124,1456,1
1681395948,1129,1456,1
1681395949,1134,1456,1
1681395950,1140,1456,1
1681395951,1145,1456,1
1681395952,1150,1456,1
1681395953,1155,1456,1
1681395954,1159,1456,1
1681395955,1164,1456,1
1681395956,1169,1456,2
1681395957,1174,1456,2
1681395958,1179,1456,2
1681395959,1185,1456,2
1681395960,1191,1456,2
1681395961,1196,1456,2
1681395962,1201,1456,2
1681395963,1206,1456,2
1681395964,1209,1472,2
1681395965,1213,1472,2
1681395966,1219,1472,2
1681395967,1225,1472,2
1681395968,1231,1475,2
1681395969,1234,1494,2
1681395970,1241,1494,2
1681395971,1243,1534,2
1681395972,1249,1534,2
1681395973,1251,1564,2
1681395974,1257,1564,2
1681395975,1261,1587,2
1681395976,1266,1594,2
1681395977,1272,1602,2
1681395978,1274,1625,2
1681395979,1280,1625,2
1681395980,1287,1625,2
1681395981,1294,1625,2
1681395982,1300,1625,2
1681395983,1303,1637,2
1681395984,1308,1637,2
1681395985,1309,1669,2
1681395986,1316,1669,2
1681395987,1319,1686,2
1681395988,1327,1686,2
1681395989,1335,1686,2
1681395990,1343,1686,2
1681395991,1351,1686,2
1681395992,1358,1686,2
1681395993,1360,1710,2
1681395994,1365,1731,2
1681395995,1369,1736,2
1681395996,1371,1757,2
1681395997,1375,1784,2
1681395998,1381,1787,2
1681395999,1389,1787,2
1681396000,1391,1814,2
1681396001,1398,1814,2
1681396002,1404,1814,2
1681396003,1410,1814,2
1681396004,1413,1828,2
1681396005,1419,1828,2
1681396006,1424,1828,2
1681396007,1431,1828,2
1681396008,1437,1828,2
1681396009,1442,1828,2
1681396010,1448,1828,2
1681396011,1453,1829,2
1681396012,1457,1845,2
1681396013,1464,1845,2
1681396014,1467,1870,2
1681396015,1475,1870,2
1681396016,1484,1870,2
1681396017,1493,1870,2
1681396018,1500,1870,2
1681396019,1508,1870,2
1681396020,1516,1870,2
1681396021,1522,1870,2
1681396022,1529,1870,2
1681396023,1535,1870,2
1681396024,1538,1890,2
1681396025,1544,1890,2
1681396026,1551,1890,2
1681396027,1555,1901,2
1681396028,1560,1917,2
1681396029,1564,1938,2
1681396030,1570,1940,2
1681396031,1575,1967,2
1681396032,1578,1989,2
1681396033,1584,1989,2
1681396034,1586,2020,2
1681396035,1593,2020,2
1681396036,1596,2045,2
1681396037,1603,2045,2
1681396038,1608,2063,2
1681396039,1613,2064,2
1681396040,1619,2064,2
1681396041,1622,2081,2
1681396042,1628,2081,2
1681396043,1630,2095,2
1681396044,1635,2095,2
1681396045,1641,2095,2
1681396046,1647,2095,2
1681396047,1652,2101,2
1681396048,1655,2123,2
1681396049,1658,2143,2
1681396050,1662,2162,2
1681396051,1668,2165,2
1681396052,1671,2177,2
1681396053,1677,2177,2
1681396054,1683,2177,2
1681396055,1688,2177,2
1681396056,1690,2181,2
1681396057,1692,2181,2
1681396058,1692,2182,2
1681396059,1695,2182,2
1681396060,1697,2182,2
1681396061,1699,2182,2
1681396062,1701,2182,2
1681396063,1703,2182,2
1681396064,1704,2192,2
1681396065,1704,2192,2
1681396066,1704,2198,2
1681396067,1705,2206,2
1681396068,1706,2206,2
1681396069,1710,2206,2
1681396070,1712,2206,2
1681396071,1715,2206,2
1681396072,1717,2206,2
1681396073,1719,2206,2
1681396074,1722,2206,2
1681396075,1725,2206,2
1681396076,1727,2206,2
1681396077,1729,2206,2
1681396078,1731,2206,2
1681396079,1733,2206,2
1681396080,1736,2206,2
1681396081,1737,2206,2
1681396082,1737,2206,2
1681396083,1737,2206,2
1681396084,1737,2213,2
1681396085,1737,2213,2
1681396086,1737,2213,2
1681396087,1738,2213,2
1681396088,1741,2213,2
1681396089,1744,2213,2
1681396090,1749,2213,2
1681396091,1755,2213,3
1681396092,1762,2213,3
1681396093,1770,2213,3
1681396094,1777,2213,3
1681396095,1784,2213,3
1681396096,1791,2213,3
1681396097,1798,2213,3
1681396098,1803,2230,3
1681396099,1812,2230,3
1681396100,1819,2249,3
1681396101,1824,2279,3
1681396102,1833,2279,3
1681396103,1837,2319,3
1681396104,1844,2325,3
1681396105,1850,2350,3
1681396106,1855,2371,3
1681396107,1864,2371,3
1681396108,1873,2371,3
1681396109,1876,2391,3
1681396110,1883,2391,3
1681396111,1890,2391,3
1681396112,1896,2410,3
1681396113,1901,2431,3
1681396114,1908,2452,3
1681396115,1913,2467,3
1681396116,1918,2478,3
1681396117,1924,2478,3
1681396118,1933,2478,3
1681396119,1935,2518,3
1681396120,1943,2518,3
1681396121,1953,2518,3
1681396122,1954,2574,3
1681396123,1963,2574,3
1681396124,1972,2574,3
1681396125,1978,2598,3
1681396126,1982,2632,3
1681396127,1988,2632,3
