maxVelocity:7,maxTurn:150
time (UNIX seconds),cumulative movement,cumulative rotation,lap number
1681733688,0,0,0
1681733690,0,0,0
1681733691,0,0,0
1681733692,0,0,0
1681733693,0,0,0
1681733694,0,0,0
1681733695,0,0,0
1681733696,0,0,0
1681733697,0,0,0
1681733698,0,0,0
1681733699,0,0,0
1681733700,0,0,0
1681733701,0,0,0
1681733702,0,0,0
1681733703,0,0,0
1681733704,0,0,0
1681733705,0,0,0
1681733706,0,0,0
1681733707,0,0,0
1681733708,0,0,0
1681733709,1,0,0
1681733710,3,0,0
1681733711,5,0,0
1681733712,7,0,0
1681733713,11,0,0
1681733714,14,0,0
1681733715,18,0,0
1681733716,21,0,0
1681733717,25,0,0
1681733718,28,0,0
1681733719,31,0,0
1681733720,35,0,0
1681733721,38,0,0
1681733722,42,0,0
1681733723,45,0,0
1681733724,49,0,0
1681733725,51,0,0
1681733726,55,0,0
1681733727,59,0,0
1681733728,61,0,0
1681733729,64,0,0
1681733730,65,44,0
1681733731,65,59,0
1681733732,65,70,0
1681733733,69,74,0
1681733734,74,74,0
1681733735,78,77,0
1681733736,80,97,0
1681733737,83,108,0
1681733738,87,109,0
1681733739,88,136,0
1681733740,94,136,0
1681733741,97,136,0
1681733742,98,150,0
1681733743,99,158,0
1681733744,103,158,0
1681733745,103,185,0
1681733746,103,190,0
1681733747,108,190,0
1681733748,112,190,0
1681733749,113,199,0
1681733750,116,200,0
1681733751,119,212,0
1681733752,119,242,0
1681733753,119,244,0
1681733754,122,244,0
1681733755,126,244,0
1681733756,128,244,0
1681733757,131,244,0
1681733758,131,249,0
1681733759,135,249,0
1681733760,138,249,0
1681733761,140,249,0
1681733762,143,249,0
1681733763,144,254,0
1681733764,146,254,0
1681733765,149,254,0
1681733766,151,254,0
1681733767,154,254,0
1681733768,158,254,0
1681733769,158,284,0
1681733770,162,284,0
1681733771,166,284,0
1681733772,168,290,0
1681733773,168,301,0
1681733774,172,301,0
1681733775,172,327,0
1681733776,176,327,0
1681733777,179,327,0
1681733778,181,327,0
1681733779,185,327,0
1681733780,189,327,0
1681733781,192,327,0
1681733782,192,336,0
1681733783,194,343,0
1681733784,197,344,0
1681733785,197,353,0
1681733786,203,353,0
1681733787,204,357,0
1681733788,204,379,0
1681733789,204,394,0
1681733790,205,394,0
1681733791,208,394,0
1681733792,212,394,0
1681733793,214,394,0
1681733794,215,396,0
1681733795,215,407,0
1681733796,215,426,0
1681733797,215,432,0
1681733798,218,432,0
1681733799,220,432,0
1681733800,224,432,0
1681733801,227,432,0
1681733802,229,433,0
1681733803,229,451,0
1681733804,229,462,0
1681733805,229,467,0
1681733806,235,467,0
1681733807,239,467,0
1681733808,240,473,0
1681733809,241,479,0
1681733810,241,494,0
1681733811,244,494,0
1681733812,246,494,0
1681733813,246,499,0
1681733814,250,499,0
1681733815,252,499,0
1681733816,253,499,0
1681733817,256,499,0
1681733818,259,499,0
1681733819,261,499,0
1681733820,263,499,0
1681733821,266,499,0
1681733822,268,499,0
1681733823,270,499,0
1681733824,274,499,0
