maxVelocity:7,maxTurn:150
time (UNIX seconds),cumulative movement,cumulative rotation,lap number
1681384810,0,0,0
1681384813,0,0,0
1681384814,0,0,0
1681384815,0,0,0
1681384816,0,0,0
1681384817,0,0,0
1681384818,0,0,0
1681384819,0,0,0
1681384820,0,0,0
1681384821,0,0,0
1681384822,0,0,0
1681384823,0,0,0
1681384824,0,0,0
1681384825,0,0,0
1681384826,0,0,0
1681384827,0,0,0
1681384828,0,0,0
1681384829,0,0,0
1681384830,0,0,0
1681384831,2,0,0
1681384832,5,0,0
1681384833,9,0,0
1681384834,14,0,0
1681384835,19,0,0
1681384836,22,0,0
1681384837,26,0,0
1681384838,30,0,0
1681384839,34,0,0
1681384840,38,0,0
1681384841,42,0,0
1681384842,46,0,0
1681384843,49,0,0
1681384844,52,0,0
1681384845,54,0,0
1681384846,55,0,0
1681384847,59,0,0
1681384848,62,0,0
1681384849,64,6,0
1681384850,67,7,0
1681384851,67,14,0
1681384852,71,18,0
1681384853,74,23,0
1681384854,76,47,0
1681384855,77,47,0
1681384856,82,47,0
1681384857,86,56,0
1681384858,88,73,0
1681384859,90,92,0
1681384860,92,109,0
1681384861,94,127,0
1681384862,96,127,0
1681384863,99,128,0
1681384864,102,133,0
1681384865,104,154,0
1681384866,107,159,0
1681384867,109,183,0
1681384868,112,187,0
1681384869,116,187,0
1681384870,119,193,0
1681384871,121,213,0
1681384872,125,213,0
1681384873,129,221,0
1681384874,131,234,0
1681384875,134,234,0
1681384876,139,234,0
1681384877,144,234,0
1681384878,149,234,0
1681384879,153,234,0
1681384880,155,257,0
1681384881,160,257,0
1681384882,163,261,0
1681384883,167,276,0
1681384884,170,292,0
1681384885,174,298,0
1681384886,176,310,0
1681384887,178,312,0
1681384888,182,312,0
1681384889,184,312,0
1681384890,188,312,0
1681384891,189,322,0
1681384892,190,332,0
1681384893,195,332,0
1681384894,198,346,0
1681384895,199,359,0
1681384896,201,366,0
1681384897,205,366,0
1681384898,207,376,0
1681384899,209,388,0
1681384900,211,388,0
1681384901,213,388,0
1681384902,214,397,0
1681384903,217,397,0
1681384904,219,397,0
1681384905,221,400,0
1681384906,222,421,0
1681384907,223,430,0
1681384908,227,432,0
1681384909,229,445,0
1681384910,233,447,0
1681384911,235,468,0
1681384912,238,470,0
1681384913,241,470,0
1681384914,243,470,0
1681384915,247,470,0
1681384916,248,477,0
1681384917,250,477,0
1681384918,252,478,0
1681384919,253,482,0
1681384920,256,482,0
1681384921,258,482,0
1681384922,261,482,0
1681384923,265,482,0
1681384924,267,482,0
1681384925,271,482,0
1681384926,276,482,0
1681384927,280,482,0
1681384928,283,482,0
1681384929,286,482,0
1681384930,288,482,0
1681384931,290,482,0
1681384932,292,482,0
1681384933,294,482,0
1681384934,294,482,0
1681384935,294,482,0
1681384936,297,482,0
1681384937,299,482,0
1681384938,301,482,0
1681384939,303,482,0
1681384940,305,482,0
1681384941,307,482,0
1681384942,310,482,0
1681384943,313,482,0
1681384944,314,496,0
1681384945,317,497,0
1681384946,320,497,0
1681384947,321,510,0
1681384948,324,511,0
1681384949,327,514,0
1681384950,329,535,0
1681384951,332,535,0
1681384952,334,555,0
1681384953,337,555,0
1681384954,338,567,0
1681384955,340,573,0
1681384956,343,573,0
1681384957,346,573,0
1681384958,350,573,0
1681384959,354,573,0
1681384960,356,588,0
1681384961,360,588,0
1681384962,361,598,0
1681384963,362,614,0
1681384964,367,614,0
1681384965,369,627,0
1681384966,370,641,0
1681384967,374,641,0
1681384968,378,641,0
1681384969,380,641,0
1681384970,382,641,0
1681384971,384,641,0
1681384972,388,641,0
1681384973,391,641,0
1681384974,393,657,0
1681384975,396,662,0
1681384976,399,682,0
1681384977,403,686,0
1681384978,405,702,0
1681384979,408,703,0
1681384980,409,723,0
1681384981,413,723,0
1681384982,417,723,0
1681384983,418,744,0
1681384984,421,745,0
1681384985,422,754,0
1681384986,424,769,0
1681384987,430,769,0
1681384988,434,769,0
1681384989,435,777,0
1681384990,437,785,0
1681384991,440,786,0
1681384992,443,792,0
1681384993,444,804,0
1681384994,445,804,0
1681384995,447,804,0
1681384996,450,804,0
1681384997,452,805,0
1681384998,455,805,0
1681384999,456,820,0
1681385000,458,820,0
1681385001,461,820,0
1681385002,462,828,0
1681385003,464,829,0
1681385004,465,829,0
1681385005,465,829,0
1681385006,465,829,0
1681385007,465,829,0
1681385008,465,829,0
1681385009,465,829,0
1681385010,465,829,0
1681385011,465,829,0
1681385012,465,829,0
1681385013,465,829,0
1681385014,466,829,0
1681385015,466,829,0
1681385016,466,829,0
1681385017,466,829,0
1681385018,468,829,0
1681385019,468,829,0
1681385020,471,829,0
1681385021,472,829,0
1681385022,473,829,0
1681385023,474,829,0
1681385024,475,829,0
1681385025,477,829,0
1681385026,477,829,0
1681385027,479,829,0
